source,target
988,181563
73,12566
666,130773
236,49713
118,26272
758,146577
958,170020
956,176363
135,29659
140,30003
1019,186511
478,951
78,16293
436,89371
457,83832
984,181040
1107,198409
338,69588
541,27314
855,159692
550,47779
952,175840
73,12916
170,35480
969,179227
1015,185988
385,79233
74,15770
289,59523
973,180100
222,45469
233,49011
390,82960
846,158825
607,116206
161,34613
610,116477
214,44073
284,45566
217,44344
504,96079
1062,192600
387,81908
872,163429
416,87564
831,157012
1122,199821
20,4580
385,79583
796,151541
1020,186712
840,158229
1242,220302
55,11182
606,115954
24,5453
896,60093
1149,207279
1108,198610
117,24111
822,156145
332,67864
305,46793
45,9713
961,29162
719,140182
729,140870
1149,210662
1149,204246
336,68737
203,40100
602,115431
1236,219706
1104,198087
449,59754
1006,184720
654,125420
41,9190
577,110678
618,106515
1130,202691
781,150078
675,123264
229,48087
568,47553
644,121699
252,29789
128,28033
577,107645
864,148800
870,162578
680,133407
685,133751
1213,217628
159,32981
384,77422
543,100864
577,111028
225,47564
833,157034
891,166838
307,62680
180,37241
410,86190
895,167711
603,115632
864,161982
1054,191153
917,171442
568,76950
635,120051
361,49330
534,99997
753,134824
595,114236
921,172315
1075,195413
267,56084
1090,196445
1141,203580
273,57030
413,444
855,161115
1050,190630
913,170919
498,95055
385,80656
815,155300
197,38726
391,83854
647,123444
686,133952
488,93586
660,128567
708,137683
1229,218861
395,84727
325,66238
492,94459
678,132556
1098,49946
717,138900
1168,214421
739,142631
329,67111
585,113117
377,76227
1031,188294
416,82571
1188,215827
1193,216171
1195,216244
448,91154
641,120596
214,42463
350,71371
1149,208702
1091,196646
491,21803
677,132304
15,2626
769,148108
248,51846
664,130564
442,90558
121,26407
1149,205669
474,92725
655,126314
240,50450
1046,189706
619,117989
209,38305
35,7415
367,75108
521,98206
106,22342
756,143335
1149,209052
884,165212
848,159139
527,99152
577,105685
710,123742
128,13241
103,21290
808,153324
323,65387
420,87951
659,124154
31,6892
577,109068
1130,201081
1024,187099
578,111922
296,60531
388,82751
844,158616
159,34404
384,78845
1156,212101
118,25735
582,112795
645,122943
348,70520
577,106035
901,168949
1055,192047
670,131109
1160,212974
1062,49861
1213,216018
574,104983
794,151332
144,17507
732,141786
329,22922
798,152205
559,103170
236,49526
758,146390
568,104387
201,39891
293,59859
285,369
984,180853
748,144921
982,180780
754,145867
1073,7740
319,64463
947,175309
13,1344
969,179040
385,79046
253,53263
157,33553
222,45282
233,48824
1246,220638
214,43886
350,72794
1024,1058
1122,199634
387,81721
611,116892
872,163242
826,156481
336,26321
449,1123
565,103715
20,4393
643,121311
302,1073
1046,181330
403,85637
55,10995
893,167502
1149,207092
279,58217
897,168375
332,67677
613,50923
301,61948
694,125413
887,945
919,172106
1056,185401
719,139995
1149,210475
14,1545
1016,186002
1134,203027
336,68550
602,115244
1048,190421
650,124360
1003,184262
813,155091
552,102325
654,125233
1006,184533
41,9003
577,110491
1130,202504
781,149891
252,555
881,10148
224,47556
644,121512
845,50118
1095,197033
710,138347
128,27846
1243,151642
577,107458
66,14136
1186,215618
680,133220
446,90945
154,32450
159,32794
384,77235
577,110841
953,167529
891,166651
1079,195749
369,50539
180,37054
108,22656
635,119864
961,177943
264,55626
238,50241
702,137301
267,55897
1039,189153
1075,195226
1141,174346
1208,217447
907,167534
273,56843
811,154240
855,160928
860,161272
626,118997
911,170659
37,8079
110,23079
385,80469
1177,215101
774,148696
917,171605
391,83667
258,55030
60,12412
222,46705
744,143569
452,91490
457,91834
462,92178
325,66051
673,132025
1163,213890
717,138713
985,104004
739,142444
1031,188107
85,17545
341,63551
59,12160
641,120409
668,130900
955,176219
214,42276
540,100355
50,7910
86,7567
350,71184
1149,208515
708,137846
766,147650
735,141921
15,2439
337,69444
209,41151
81,17022
248,51659
664,130377
951,175696
72,12772
169,35336
265,335
1149,205482
148,28043
699,136979
808,127123
1046,189519
619,117802
807,140484
357,74233
367,74921
106,22155
1149,208865
848,158952
645,122406
577,105498
527,98965
1072,194123
129,28740
1195,55330
163,34740
93,20415
803,152793
1037,188652
323,65200
613,117206
618,117550
655,126477
577,108881
1125,200550
619,118152
1130,200894
578,111735
296,60344
388,82564
255,53927
844,158429
318,64075
909,170158
1068,193600
159,34217
736,142122
384,78658
1028,187785
118,25548
965,48610
645,122756
577,105848
987,181368
322,64948
1055,191860
56,11838
354,73531
665,130578
815,120723
451,83263
1064,193077
732,141599
1152,211391
978,180501
88,19640
798,152018
1027,187533
559,102983
774,62978
1014,185793
568,104200
201,39704
73,15575
692,135003
731,141347
784,150807
207,40650
748,144734
938,173905
489,75045
550,102116
662,129876
387,81184
319,64276
1032,1136
3,469
1010,185270
385,78859
559,103333
69,15052
970,179455
135,29635
222,45095
975,50028
863,161838
51,136
969,169404
161,34239
23,5258
214,43699
284,51608
1251,220795
350,72607
1256,221139
387,81534
319,64626
116,23916
872,163055
643,121124
920,172171
969,179203
1121,17019
143,25739
1220,218449
316,63574
893,167315
1160,75041
1149,206905
412,86667
332,67490
214,44049
301,61761
635,19004
659,128423
719,139808
1149,210288
394,84583
271,56634
336,68363
1048,190234
650,124173
491,94315
332,64457
128,8061
711,138412
1003,184075
813,154904
1099,197369
654,125046
975,176365
577,110304
778,149433
817,155777
455,91625
332,67840
588,113846
301,62111
460,91969
1130,202317
542,100669
1094,183412
224,47369
746,144233
710,138160
577,107271
680,133033
708,4556
441,90414
962,178008
185,37992
154,32263
577,110654
953,167342
891,166464
706,137637
855,160391
180,36867
861,161337
246,51450
437,89891
635,119677
763,141554
370,75837
1181,215437
660,127843
1075,195039
1039,188966
1213,217604
268,56312
855,160741
104,21946
1037,55362
626,118810
141,30873
911,170472
37,7892
385,80282
940,9386
774,148509
69,10059
391,83480
917,171418
60,12225
222,46518
744,143382
1159,212830
267,56060
325,65864
673,131838
746,32151
1059,17564
85,17358
385,80632
694,136098
258,55193
214,42089
350,70997
77,15962
1149,208328
15,2252
764,147390
337,69257
209,40964
664,130190
878,164673
693,135846
946,175165
756,145994
951,175509
341,70130
1149,205295
274,56076
760,146867
173,36022
30,6697
357,74046
1149,208678
623,118488
256,53992
423,88629
645,122219
577,105311
752,145471
93,20228
323,65013
133,29426
655,126290
517,97309
577,108694
1125,200363
875,163971
128,9834
578,111548
839,157898
573,104788
904,169627
521,98182
159,34030
384,78471
246,49490
118,25361
256,54342
645,122569
577,105661
278,58073
27,5995
896,168231
56,11651
1055,191673
25,5922
354,73344
508,96442
1118,1124
757,146195
309,63021
48,10255
732,141412
1024,187075
660,129266
88,19453
559,102796
1112,198973
753,145672
12,1149
478,48685
201,39517
42,9659
687,134472
784,150620
794,151308
748,144547
1018,186479
1240,220069
652,124837
749,145149
319,64089
942,174591
73,12355
606,56949
559,103146
69,14865
217,40400
222,44908
201,39867
546,101406
249,48983
1098,31747
310,63222
938,174068
748,144897
960,177799
214,43512
336,45195
350,72420
801,141525
387,81347
319,64439
116,23729
969,179016
218,44385
15,3675
1215,217918
86,18602
253,53239
598,114778
1149,206718
604,1037
495,94651
72,7592
1171,214613
795,151509
305,59064
1246,220614
822,149168
40,8808
499,95524
1201,216707
659,128236
719,139621
1149,210101
116,24079
826,156457
464,92305
336,68176
596,98840
305,62447
650,123986
923,172605
403,85613
813,154717
127,27651
328,66780
1001,183815
577,110117
778,149246
742,143173
1130,202130
332,67653
776,149173
301,61924
947,50021
383,77040
477,92917
482,93261
224,47182
475,92844
485,93532
746,144046
784,70968
1134,203003
997,183292
650,124336
577,107084
61,13418
680,132846
957,177477
967,178165
185,37805
149,31732
154,32076
780,34982
891,166277
855,160204
993,182769
1217,217940
180,36680
955,20461
246,51263
437,89704
630,119146
69,3106
1186,215594
887,165754
1075,194852
890,166025
533,99965
466,92327
69,73
242,50740
104,21759
748,126722
855,160554
908,170014
141,30686
421,88420
426,88764
37,7705
1067,193456
385,80095
108,22632
391,83293
222,46331
264,55602
1039,189129
325,65677
33,7182
673,131651
821,121723
797,151874
1026,187389
80,16827
385,80445
694,135911
336,56417
774,148672
258,55006
214,41902
381,76539
413,87374
350,70810
1114,199287
368,48004
1098,75399
1149,208141
46,10046
719,124829
730,141203
15,2065
177,36358
764,147203
1090,38540
204,40433
18,84
243,50941
693,135659
947,31846
1149,205108
944,174905
694,136261
668,130876
726,140680
955,176195
30,6510
690,132355
77,16125
239,50418
1149,208491
645,122032
577,105124
940,174382
520,98174
525,98518
542,60026
93,20041
878,164836
67,14656
234,49293
164,34968
618,110760
577,108507
97,20914
1125,200176
875,163784
286,59282
839,157711
904,169440
972,179932
357,74209
384,78284
256,54155
118,25174
645,122382
411,86523
577,105474
865,162315
129,28716
56,11464
257,50593
25,5735
354,73157
896,168044
803,152769
840,47009
282,58759
830,156844
11,1141
1124,199924
660,129079
88,19266
605,115786
559,102609
661,129681
1073,29460
893,47020
987,181344
816,155633
2,274
1009,185075
201,39330
42,9472
687,134285
757,146358
139,29784
95,12516
784,150433
74,11639
1136,203317
652,124650
978,180477
63,13732
1101,197846
896,901
559,102959
561,57019
871,162860
1066,179543
222,44721
1239,1240
201,39680
836,157389
933,173537
938,173881
748,144710
892,167120
214,43325
183,37596
350,72233
1217,78234
1190,215981
387,81160
249,52179
319,64252
867,162337
1149,209564
15,3488
90,15905
86,18415
306,62512
924,172670
1047,190039
596,114518
1149,206531
368,75441
863,161814
274,57312
1051,190912
914,171201
40,8621
499,95337
1201,216520
659,128049
719,139434
1149,209914
920,172147
266,55916
618,108800
1082,195860
741,123917
128,7687
398,85082
813,154530
1001,183628
406,461
577,109930
1130,201943
296,61393
301,61737
383,76853
224,46995
485,93345
746,143859
1136,75370
864,160884
650,124149
577,106897
741,124267
61,13231
711,138388
957,177290
634,119482
144,31201
149,31545
1187,215659
369,75642
343,70257
666,121649
58,5763
855,160017
988,182238
542,100645
610,614
816,128009
1062,192803
432,89173
437,89517
430,89100
657,127198
1185,123153
441,90390
1075,194665
528,99434
330,59068
855,160367
104,21572
550,48454
141,30499
421,88233
1065,193196
361,74596
385,79908
580,56964
656,126946
912,170700
222,46144
703,136591
95,20705
262,55342
805,153083
646,123225
902,169231
95,7873
336,10968
940,47858
391,80073
633,98854
730,121418
319,59259
385,80258
1153,211860
801,152560
214,41715
1059,75284
413,87187
280,58550
898,168708
1149,207954
730,141016
15,1878
1017,186335
204,40246
734,141889
693,135472
985,181135
1149,204921
341,63340
1038,184179
694,136074
853,159516
726,140493
168,35304
132,29231
654,126095
77,15938
46,10209
577,111353
225,47889
645,121845
520,97987
158,33835
878,164649
67,14469
1111,91258
353,73149
155,32783
215,44168
507,96247
577,108320
252,53095
30,6673
600,73026
931,173328
384,78097
118,24987
406,85992
411,86336
577,105287
645,122195
1055,191299
1082,1093
1243,220397
824,140627
251,52843
335,68032
304,62303
699,4738
922,172461
155,33133
927,172805
660,128892
88,19079
1137,203382
405,85740
1160,15686
661,129494
783,124761
278,58049
816,155446
254,308
687,134098
757,146171
74,11452
396,84873
227,47911
1002,27528
660,129242
1089,1109
1101,197659
744,131599
549,102084
554,102428
699,121276
780,149723
968,178821
734,136546
489,94082
928,173006
1092,196792
1097,197136
156,33334
1233,1238
214,43138
336,44821
350,72046
993,997
1149,209377
638,120219
889,165881
443,90704
15,3301
323,1202
399,22889
86,18228
530,99748
1201,152923
1083,195925
1088,196269
1047,189852
596,114331
19,4174
619,102449
1149,206344
1219,218417
698,124407
310,63198
402,85418
274,57125
414,539
327,66585
439,90181
40,8434
499,95150
659,127862
372,76127
719,139247
1149,209727
1043,189329
918,171887
225,1017
577,106360
1205,217206
61,12694
419,37477
808,153999
1166,214245
256,52008
577,109743
1171,214589
1169,214516
1130,201756
1174,214860
257,54862
583,112941
296,61206
1211,1233
1032,188389
1201,216683
378,76322
383,76666
224,46808
380,52983
449,91249
992,182574
650,123962
577,106710
61,13044
309,47855
1160,213649
957,177103
767,147932
954,1018
58,11992
338,69726
886,165559
1157,212597
855,159830
232,1033
988,182051
475,92820
816,127822
657,127011
882,165036
233,49149
390,83098
885,165307
528,99247
166,35095
1066,190228
391,79536
237,50022
855,160180
324,65482
141,30312
421,88046
872,163567
361,74409
385,79721
656,126759
876,164440
55,11320
222,45957
24,5591
1154,211925
805,152896
902,169044
1056,192142
1061,192486
730,121231
355,73813
514,97255
694,77443
729,141008
387,82396
254,53759
421,88396
1067,193432
602,115569
602,109153
919,92056
1153,211673
801,152373
214,41528
413,87000
280,58363
898,168521
1149,207767
172,177
15,1691
1017,186148
955,172438
269,45372
693,135285
797,151850
234,274
975,180260
980,180604
208,40932
618,110036
1149,204734
694,135887
726,140306
1114,199263
6,824
132,29044
654,125908
72,15407
46,10022
577,111166
225,47702
971,179737
935,173664
204,40409
520,97800
158,33648
231,48648
1105,198396
895,167849
774,16618
128,28521
944,174881
353,72962
155,32596
577,108133
772,120652
829,156649
899,168722
30,6486
1090,196583
516,97277
384,77910
118,24800
1146,204062
406,85805
1050,190768
22,5090
317,63856
493,511
251,52656
155,32946
215,37915
660,128705
783,150238
600,115068
892,50208
1266,221510
38,8225
1178,215247
1004,184357
814,155186
329,67249
196,38612
585,113255
1203,216997
745,143715
11,1117
1164,214036
713,138515
1229,219349
330,67070
549,101897
64,13960
581,112732
1199,216474
386,80965
248,51984
1149,176760
2,250
637,120211
968,178634
392,84163
795,121551
121,26545
536,100157
541,100501
1129,78794
709,137992
214,42951
253,49295
350,71859
644,656
1030,182895
63,13708
752,75057
862,161619
1149,209190
855,876
964,178111
438,90173
15,3114
187,38095
86,18041
530,99561
1149,206157
46,8062
892,167096
296,60669
1073,194269
1175,214925
659,127675
719,139060
1149,209540
425,85400
1033,188454
645,123081
577,106173
1061,1102
61,12507
1160,213112
808,153812
1126,200696
910,170304
1069,193746
1085,91273
368,75417
577,109556
674,132120
737,142268
1130,201569
257,54675
578,112410
296,61019
1029,187931
1103,180498
471,1236
741,143141
354,51575
118,26223
992,182387
996,48598
577,106523
906,169781
956,176314
1125,198192
61,12857
1160,213462
957,176916
984,180991
212,41319
82,17117
1157,212410
855,159643
988,181864
153,32044
952,175791
1068,1118
1015,185939
857,23529
74,15721
179,36648
365,74745
78,16594
233,48962
390,82911
144,31177
996,100626
369,75618
161,34564
560,103479
237,49835
94,20510
855,159993
387,81859
611,117030
141,30125
872,163380
170,35781
264,51658
1062,192551
385,79534
294,60168
907,169982
876,164253
430,89076
840,158180
55,11133
222,45770
24,5404
320,64772
610,116778
28,6277
694,125551
514,97068
214,31542
290,59645
254,53572
387,82209
421,88209
1062,192901
51,10610
570,104547
602,115382
1149,204197
54,10881
1150,211215
1153,211486
413,86813
1149,207580
703,136567
826,153936
566,104024
50,10358
690,134827
398,82748
921,1017
1149,210963
787,150975
1149,204547
276,57653
208,40745
336,69038
756,132414
66,14274
818,155923
1011,185365
654,125721
72,15220
577,110979
971,179550
204,40222
520,97613
231,48461
895,167662
864,161933
128,28334
0,41
1257,221234
577,107946
830,123853
1141,180900
1085,196052
1090,196396
511,96746
1218,218273
1223,218617
384,77723
543,101165
118,24613
225,47865
87,18884
273,56981
577,111329
22,4903
317,63669
833,157335
158,33811
498,95006
855,161066
73,7874
277,57854
11,580
251,52469
502,95879
155,32759
507,96223
283,54636
1204,217062
686,133903
918,9363
308,62802
272,56729
492,94410
1141,203881
1168,214372
717,138851
1047,63141
1243,220373
329,67062
585,113068
1195,216195
11,930
197,39027
586,113670
591,114014
589,113941
488,93887
1137,203358
126,27483
677,132255
1101,190869
345,51730
1229,219162
386,80778
248,51797
775,149005
183,33652
968,178447
442,90509
121,26358
585,113418
474,92676
484,93364
539,100241
699,137117
641,120897
996,183124
1246,219516
18,3979
214,42764
571,102408
709,124973
350,71672
1046,183241
1149,209003
314,63347
798,6571
15,2927
121,10493
527,99103
86,17854
371,75932
726,131743
822,138621
698,136865
659,124105
72,13260
174,36168
922,47173
1149,205970
655,126615
245,51095
1019,56905
269,56407
619,118290
624,118634
746,126733
296,60482
913,1044
659,127488
526,98851
1149,209353
889,165857
645,122894
577,105986
128,13542
530,99724
776,138626
808,153625
1160,212925
649,123767
1242,19420
36,7537
802,120599
522,98328
577,109369
1130,201382
327,66561
578,112223
296,60832
273,310
1073,194432
896,104396
741,142954
118,26036
829,132221
277,1183
283,59092
577,106336
614,117515
61,12670
568,104338
1160,213275
957,176729
615,1178
662,130014
227,315
754,145818
339,69954
344,70298
13,1295
947,175260
988,181677
971,998
758,146691
763,147035
140,30117
179,36461
78,16407
431,89141
233,48775
943,174737
1107,198523
338,69702
387,81672
872,163193
73,13030
170,35594
969,179341
1118,160216
385,79347
294,59981
907,169795
492,89767
840,157993
939,174214
55,10946
222,45583
90,19800
390,83074
607,116320
279,58168
610,116591
28,6090
978,1014
1062,192714
387,82022
14,1496
421,88022
254,53385
288,59385
416,87678
602,115195
20,4694
428,547
735,137416
872,163543
786,150967
796,151655
1020,186826
1025,187170
55,11296
1160,123824
24,5567
984,49474
1149,207393
1154,211901
1113,199068
1118,199412
5,629
117,24225
822,156259
1056,192118
566,103837
301,62249
45,9827
729,140984
1149,210776
792,151132
1149,204360
336,68851
602,115545
1225,1241
66,14087
1104,198201
680,133171
1006,184834
292,19503
654,125534
41,9304
577,110792
844,131293
1130,202805
1135,203149
520,97426
998,183438
1018,120334
62,13564
229,48201
1103,197949
128,28147
618,110012
577,107759
961,177894
870,162692
114,23553
680,133521
702,137252
1218,218086
384,77536
543,100978
118,24426
225,47678
577,111142
141,1964
273,56794
833,157148
855,160879
891,166952
631,119292
935,173640
110,23030
410,86304
895,167825
864,162096
113,23301
917,171556
635,120165
1054,191267
155,32572
829,156625
303,62271
926,172773
1141,203694
1238,219842
913,171033
197,38840
391,83968
483,93356
488,93700
708,137797
126,27296
783,150214
329,57426
1229,218975
325,66352
651,124431
38,8201
678,132670
248,51610
775,148818
739,142745
968,178260
196,38588
585,113231
1213,41150
148,27994
122,26773
641,120710
996,182937
214,42577
663,124441
122,13941
350,71485
994,182864
1149,208816
659,78656
106,22106
677,132418
174,32598
345,51893
143,31033
15,2740
182,37377
527,98916
347,70433
86,17667
248,51960
695,136407
536,100133
1149,205783
469,92495
655,126428
1046,189820
619,118103
875,164109
434,89276
296,60295
909,170109
1068,193551
367,75222
526,98664
106,22456
1074,194497
1149,209166
256,54480
645,122707
577,105799
354,73482
103,21404
808,153438
649,123580
292,59772
996,15794
31,7006
1064,193028
577,109182
746,126896
1130,201195
578,112036
296,60645
88,19591
1137,113720
677,738
1156,212215
1033,188430
118,25849
277,996
283,58905
348,70634
577,106149
414,87469
61,12483
645,123057
568,104151
670,131223
1160,213088
957,176542
1126,200672
1234,126835
207,40601
437,78970
662,129827
737,142244
798,152319
1111,198859
559,103284
564,103628
69,15003
236,49640
774,56863
758,146504
953,176019
727,140775
135,29586
956,176290
78,16220
984,180967
1261,221434
850,159275
387,81485
319,64577
619,9404
872,163006
165,35063
969,179154
218,44523
385,79160
1015,185915
253,53377
316,63525
444,85402
222,45396
973,180027
390,82887
607,116133
161,34540
130,28811
214,44000
350,72908
217,44271
94,20486
1062,192527
387,81835
611,117006
872,163356
1122,199748
643,121425
336,68314
20,4507
261,1186
1020,186639
275,57458
606,115881
24,5380
729,137414
1149,207206
1240,46998
1108,198537
5,442
279,58331
817,155728
332,67791
301,62062
719,140109
817,136480
1149,210589
817,130064
746,144184
1149,204173
336,68664
602,115358
1048,190535
269,54610
1104,198014
680,132984
1006,184647
654,125347
297,61539
41,9117
1064,188035
577,110605
1130,202618
1190,1218
781,150005
257,49308
1100,197491
644,121626
128,27960
577,107572
1183,215461
184,37691
66,14250
870,162505
680,133334
451,91403
675,126574
1213,217555
384,77349
262,606
543,100791
466,92465
660,95714
891,166765
307,62607
855,160692
180,37168
895,167638
580,50873
108,22770
635,119978
472,92630
99,12104
1075,195340
267,56011
273,56957
811,154354
855,161042
999,183452
694,65123
385,80583
1039,186234
197,38653
96,20851
258,55144
391,83781
647,123371
350,70948
744,143683
744,137267
810,154102
1059,49945
325,66165
1033,48724
678,132483
770,148287
739,142558
147,31369
1031,188221
580,112700
585,113044
341,70081
1188,215754
148,27807
245,50371
448,91081
641,120523
668,131014
214,42390
350,71298
1149,208629
766,147764
623,118439
15,2553
337,69558
664,130491
1149,205596
328,52476
341,64015
655,126241
1046,189633
619,117916
875,163922
1018,76308
35,7342
367,75035
106,22269
256,54293
884,165139
848,159066
645,122520
527,99079
577,105612
27,5946
1072,194237
354,73295
808,153251
1037,188766
323,65314
613,117320
31,6819
618,117664
655,126591
577,108995
1130,201008
578,111849
296,60458
88,19404
388,82678
281,53010
844,158543
159,34331
410,84157
489,500
384,78772
1156,212028
118,25662
987,181482
645,122870
577,105962
763,139895
901,168876
1055,191974
354,73645
665,130692
1160,212901
660,119768
139,29922
794,151259
1018,186430
1240,220020
953,172449
732,141713
88,19754
798,152132
211,41287
559,103097
69,14816
236,49453
268,51620
568,104314
201,39818
692,135117
1113,114236
938,174019
262,47641
748,144848
550,102230
845,158744
796,50958
387,81298
319,64390
131,28876
947,175236
744,132274
969,178967
385,78973
69,15166
319,45142
929,173152
222,45209
795,151460
1246,220565
407,86087
1251,220909
214,43813
350,72721
983,984
387,81648
872,163169
116,24030
598,98864
643,121238
336,68127
1149,210052
20,4320
923,172556
248,46780
403,85564
893,167429
1149,207019
279,58144
332,67604
301,61875
919,172033
1160,126833
659,128537
719,139922
14,1472
1149,210402
746,143997
394,84697
336,68477
1048,190348
397,84968
577,107035
650,124287
496,94773
711,138526
128,8175
786,150943
1003,184189
813,155018
680,126381
552,102252
654,125160
719,136889
1006,184460
41,8930
1125,185872
1202,216829
577,110418
5,605
684,133670
778,149547
455,91739
460,92083
1130,202431
301,62225
393,84445
98,19263
542,100783
224,47483
1095,196960
746,144347
710,138274
128,27773
548,101729
773,148422
577,107385
1002,183937
1098,197231
680,133147
748,74995
446,90872
154,32377
384,77162
533,99916
891,166578
594,114155
855,160505
1079,195676
998,183414
1084,196020
141,30637
753,124765
180,36981
1006,1102
861,161451
996,62642
474,1241
1218,214679
108,22583
437,90005
635,119791
643,60834
150,31854
912,170838
961,177870
1113,51149
335,47849
114,23529
264,55553
238,50168
165,32916
262,55480
702,137228
1039,189080
1044,189424
658,769
1075,195153
33,7133
1208,217374
811,154167
855,160855
809,154094
626,118924
877,164586
141,30987
911,170586
37,8006
385,80396
1172,214684
774,148623
391,83594
1035,188557
381,76490
60,12339
222,46632
350,70761
744,143496
452,91417
457,91761
325,65978
422,88542
673,131952
18,35
243,50892
85,17472
694,136212
741,35304
955,176146
214,42203
540,100282
350,71111
77,16076
239,50369
703,137429
552,48614
1149,208442
15,2366
292,954
764,147504
337,69371
209,41078
81,16949
525,98469
664,130304
878,164787
852,159402
951,175623
1149,205409
164,34919
102,21209
970,1017
619,117729
1046,189446
760,146981
972,179883
664,127271
357,74160
367,74848
106,22082
256,54106
1037,172364
848,158879
645,122333
577,105425
752,145585
1072,194050
93,20342
803,152720
323,65127
1059,192310
613,117133
133,29540
655,126404
577,108808
1125,200477
875,164085
578,111662
296,60271
88,19217
255,53854
573,104902
318,64002
605,115737
1068,193527
159,34144
736,142049
384,78585
256,54456
118,25475
1028,187712
645,122683
958,169223
1055,191787
56,11765
354,73458
508,96556
635,98583
660,119581
757,146309
139,29735
1230,128971
732,141526
1152,211318
978,180428
88,19567
798,151945
559,102910
687,124787
753,145786
780,149861
201,39631
660,126347
687,134586
692,134930
361,70091
784,150734
207,40577
748,144661
938,173832
580,87922
1181,1186
1230,219495
1240,220183
232,48743
749,145263
319,64203
1032,1063
3,396
314,57443
1010,185197
69,14979
970,179382
796,144328
162,33637
222,45022
546,101520
116,14044
863,161765
1261,221410
1051,190863
111,868
214,43626
746,30655
1020,182882
350,72534
499,95288
387,81461
1149,209865
116,23843
940,62951
218,44499
15,3789
245,48574
86,18716
316,63501
398,85033
1149,206832
296,61344
694,125153
499,95638
1017,172381
1201,216821
659,128350
719,139735
747,124033
1149,210215
394,84510
271,56561
336,68290
1048,190161
650,124100
577,106848
491,94242
61,13182
1099,197296
1125,192101
1003,184002
1165,214131
813,154831
328,66894
600,65138
915,171323
896,89043
577,110231
778,149360
742,143287
1130,202244
1187,189946
542,100596
224,47296
746,144160
710,138087
577,107198
61,13532
680,132960
83,17263
185,37919
216,33068
154,32190
987,179685
891,166391
706,137564
855,160318
141,30450
180,36794
79,16740
246,51377
437,89818
630,119260
635,119604
145,31323
881,164922
370,75764
1075,194966
262,55293
890,166139
699,6999
176,36271
466,92441
268,56239
855,160668
104,21873
748,126836
626,118737
141,30800
426,88878
37,7819
385,80209
1162,213809
391,83407
1030,188026
222,46445
29,6423
744,143309
1159,212757
325,65791
673,131765
765,147569
919,76329
86,3924
1026,187503
1149,204872
1209,1220
650,34999
694,136025
853,159467
214,42016
50,7650
350,70924
77,15889
1149,208255
46,10160
75,15816
15,2179
764,147317
1022,186980
337,69184
347,63456
664,130117
693,135773
951,175436
756,145921
1149,205222
341,70057
1014,20350
30,6624
1129,200813
623,118415
645,122146
577,105238
940,174496
93,20155
234,49407
772,146804
512,96892
155,33084
577,108621
1125,200290
875,163898
578,111475
839,157825
88,19030
573,104715
904,169554
1063,192996
159,33957
384,78398
256,54269
118,25288
411,86637
278,58000
609,116423
896,168158
108,7604
56,11578
1055,191600
25,5849
354,73271
508,96369
1170,1241
845,99926
757,146122
830,156958
1124,200038
798,135543
1013,185712
309,62948
411,83604
660,129193
88,19380
1026,101435
744,131550
554,102379
559,102723
1112,198900
212,37351
69,8026
805,128793
392,84301
201,39444
744,141349
1113,120278
42,9586
135,9777
489,94033
687,134399
139,29898
784,150547
202,40046
975,1123
156,33285
1097,197087
1138,203504
1235,219652
652,124764
1240,219996
749,145076
1037,76310
745,134754
831,136780
86,18179
391,81797
642,121043
60,10542
222,44835
19,4125
546,101333
1219,218368
729,130087
836,157503
1224,218712
310,63149
892,167234
960,177726
214,43439
1001,67204
350,72347
499,95101
372,76078
1149,209678
116,23656
15,3602
562,86001
918,171838
1205,217157
1215,217845
86,18529
598,114705
596,114632
1149,206645
495,94578
1126,139707
795,151436
1241,220197
1169,214467
1174,214811
653,124965
296,61157
40,8735
499,95451
1196,216290
659,128163
531,99870
719,139548
1149,210028
1201,216634
464,92232
336,68103
587,113765
896,85473
650,123913
128,20633
577,106661
655,124257
1149,210457
61,12995
257,51780
128,7801
1160,213600
813,154644
328,66707
1001,183742
58,11943
577,110044
1130,202057
1157,212548
776,149100
189,38255
845,27040
273,985
675,129046
383,76967
224,47109
480,93115
746,143973
997,183219
577,107011
61,13345
957,177404
185,37732
149,31659
379,76444
528,99198
891,166204
696,136689
855,160131
141,30263
175,36263
437,89631
1071,193906
630,119073
657,127312
1075,194779
1155,1201
104,21686
1067,193383
387,82347
141,30613
421,88347
37,7632
385,80022
912,170814
391,83220
148,7648
222,46258
526,626
262,55456
325,65604
439,14213
33,7109
673,131578
1100,120311
999,183241
1026,187316
1031,187660
1149,204685
801,152674
214,41829
1114,199214
413,87301
345,70393
350,70737
72,15358
1149,208068
46,9973
115,6360
730,141130
15,1992
172,35941
292,580
689,134713
204,40360
243,50868
231,48599
693,135586
941,174561
985,181249
1105,198347
944,174832
1149,205035
808,133092
726,140607
30,6437
132,29345
878,161380
230,48347
645,121959
357,54538
577,105051
896,119326
940,174309
520,98101
525,98445
976,180382
93,19968
67,14583
815,23336
164,34895
251,52607
507,96361
155,32897
577,108434
1125,200103
419,87846
286,59209
839,157638
873,163638
600,115019
763,123119
931,173442
21,4789
384,78211
118,25101
411,86450
896,167971
1055,191413
865,162242
620,55298
1121,199580
626,106791
282,58686
830,156771
11,1068
1059,192286
304,62417
927,172919
660,129006
88,19193
1229,219300
1234,219644
559,102536
661,129608
816,155560
1009,185002
392,84114
442,473
201,39257
68,14784
42,9399
687,134212
784,150360
1136,203244
652,124577
63,13659
1101,197773
